"customerID","Contract","tenure","MonthlyCharges","TechSupport","churn_flag","churn_risk_score","churn_risk_level"
"9618-LFJRU",Month-to-month,4,20.45,No internet service,0,7,High
"6693-DJWTY",One year,35,55.6,No,0,2,Low
"0744-GKNGE",Month-to-month,64,86.8,Yes,0,7,High
"6447-EGDIV",One year,31,20.95,No internet service,0,2,Low
"1167-OYZJF",Two year,67,20.05,No internet service,0,2,Low
"2108-YKQTY",Month-to-month,4,50.7,No,1,7,High
"4806-DXQCE",Two year,70,113.65,Yes,0,7,High
"4918-QLLIW",Month-to-month,3,53.4,No,1,7,High
"7056-IMHCC",Month-to-month,53,101.9,No,1,7,High
"4854-SSLTN",Two year,2,59.5,Yes,0,4,Medium
"5294-DMSFH",Month-to-month,29,87.8,No,0,7,High
"4837-PZTIC",Two year,47,41.9,Yes,0,2,Low
"1625-JAIIY",One year,68,83.0,No,1,7,High
"0603-OLQDC",Month-to-month,12,69.85,No,0,2,Low
"3272-VUHPV",Month-to-month,8,56.3,Yes,0,4,Medium
"4176-FXYBO",Month-to-month,54,109.55,No,0,7,High
"1063-DHQJF",Two year,69,92.15,Yes,0,7,High
"8663-UPDGF",Month-to-month,26,69.5,No,0,2,Low
"6719-FGEDO",Two year,72,97.0,Yes,0,7,High
"1837-YQUCE",Two year,70,58.35,Yes,0,2,Low
"2947-DOMLJ",Month-to-month,1,50.6,No,1,7,High
"4112-LUEIZ",Month-to-month,10,89.5,No,1,7,High
"0369-ZGOVK",One year,28,70.4,No,0,5,High
"4510-HIMLV",Month-to-month,1,69.8,No,1,7,High
"9919-KNPOO",Month-to-month,21,94.3,No,0,7,High
"8749-JMNKX",Month-to-month,51,93.8,No,1,7,High
"7872-BAAZR",One year,53,19.55,No internet service,0,2,Low
"9391-LMANN",One year,53,95.95,No,0,7,High
"2430-USGXP",Month-to-month,24,101.05,No,1,7,High
"8174-TBVCF",Two year,70,94.8,Yes,0,7,High
"1698-XFZCI",One year,61,107.75,No,0,7,High
"1877-HKBQX",One year,11,54.6,Yes,0,4,Medium
"4450-DLLMH",Month-to-month,2,71.3,No,0,7,High
"0428-AXXLJ",One year,25,19.5,No internet service,0,2,Low
"2746-DIJLO",One year,41,56.3,No,0,2,Low
"5955-ERIHD",Month-to-month,18,94.7,No,1,7,High
"0917-EZOLA",Two year,72,104.15,No,1,7,High
"3508-VLHCZ",Two year,71,90.55,Yes,0,7,High
"4086-ATNFV",One year,34,60.8,No,0,2,Low
"0468-YRPXN",Month-to-month,29,98.8,Yes,0,7,High
"5996-NRVXR",One year,40,98.15,Yes,0,7,High
"3739-YBWAB",One year,36,35.35,No,0,2,Low
"7047-FWEYA",One year,46,103.15,Yes,0,7,High
"2000-MPKCA",One year,58,107.75,No,0,7,High
"9762-YAQAA",One year,39,81.4,No,0,7,High
"5949-EBSQK",Month-to-month,4,61.45,Yes,1,7,High
"5473-KHBPS",One year,52,95.7,No,0,7,High
"0100-DUVFC",One year,70,104.8,No,0,7,High
"5397-TUPSH",One year,65,70.95,No,0,5,High
"8950-MTZNV",Month-to-month,1,44.95,No,0,7,High
"0326-VDYXE",One year,70,97.65,No,0,7,High
"6773-LQTVT",Month-to-month,29,35.65,No,0,2,Low
"7274-RTAPZ",Month-to-month,1,90.55,No,1,7,High
"0436-TWFFZ",Two year,67,85.25,Yes,0,7,High
"8566-YPRGL",Month-to-month,1,19.5,No internet service,0,7,High
"0311-UNPFF",Month-to-month,26,88.8,No,1,7,High
"6609-MXJHJ",Two year,30,25.1,No internet service,0,2,Low
"2669-OIDSD",Month-to-month,48,100.05,Yes,0,7,High
"8400-WZICQ",Month-to-month,55,55.7,No,0,2,Low
"3834-XUIFC",Month-to-month,7,85.2,No,1,7,High
"9576-SYUHJ",Month-to-month,37,91.15,No,0,7,High
"0410-IPFTY",Month-to-month,31,83.85,No,0,7,High
"2831-EBWRN",Month-to-month,4,45.9,No,0,7,High
"9430-NKQLY",Two year,72,25.1,No internet service,0,2,Low
"8414-MYSHR",Month-to-month,5,91.4,No,1,7,High
"0247-SLUJI",Month-to-month,1,19.7,No internet service,0,7,High
"9402-ORRAH",Month-to-month,15,91.5,No,0,7,High
"6483-OATDN",Month-to-month,8,51.3,No,0,4,Medium
"1293-HHSHJ",One year,35,21.1,No internet service,0,2,Low
"4840-ORQXB",Month-to-month,56,104.75,No,0,7,High
"7599-FKVXZ",Month-to-month,42,106.15,Yes,1,7,High
"3982-DQLUS",Month-to-month,65,85.75,No,0,7,High
"8610-ZIKJJ",One year,2,20.3,No internet service,0,4,Medium
"3756-VNWDH",One year,65,100.75,No,0,7,High
"7801-KICAO",Month-to-month,18,74.15,No,0,5,High
"7673-LPRNY",One year,23,78.55,No,0,5,High
"8229-TNIQA",Month-to-month,4,45.3,No,1,7,High
"6060-QBMGV",Two year,70,19.85,No internet service,0,2,Low
"7339-POGZN",Month-to-month,4,50.7,No,0,7,High
"2828-SLQPF",Month-to-month,19,45.0,No,0,2,Low
"4465-VDKIQ",Month-to-month,18,77.8,No,0,5,High
"2921-XWDJH",Month-to-month,38,83.45,No,0,7,High
"6221-AVQYL",Month-to-month,2,73.25,No,1,7,High
"2558-BUOZZ",One year,47,94.8,No,0,7,High
"9257-AZMTZ",Two year,52,20.1,No internet service,0,2,Low
"0003-MKNFE",Month-to-month,9,59.9,No,0,4,Medium
"0975-UYDTX",One year,26,90.1,Yes,0,7,High
"7743-EXURX",Month-to-month,8,51.05,No,1,4,Medium
"4682-BLBUC",One year,44,70.95,Yes,0,5,High
"0975-VOOVL",Month-to-month,3,29.2,No,0,7,High
"5968-VXZLG",Month-to-month,2,46.6,No,0,7,High
"5569-KGJHX",Month-to-month,9,85.35,No,1,7,High
"4988-IQIGL",Month-to-month,1,75.35,No,1,7,High
"5201-FRKKS",Month-to-month,25,74.3,No,0,5,High
"9799-CAYJJ",Month-to-month,2,69.3,No,0,7,High
"7730-IUTDZ",Month-to-month,43,75.2,No,1,5,High
"0426-TIRNE",Month-to-month,1,20.9,No internet service,1,7,High
"5443-SCMKX",One year,58,94.3,No,0,7,High
"8295-KMENE",Two year,59,76.45,Yes,0,5,High
"6738-ISCBM",One year,44,54.0,No,0,2,Low
"9821-BESNZ",One year,66,104.25,Yes,0,7,High
"3678-MNGZX",Two year,68,19.95,No internet service,0,2,Low
"1335-NTIUC",Month-to-month,9,24.95,No,0,4,Medium
"2916-BQZLN",Month-to-month,19,84.75,No,0,7,High
"4558-CGYCZ",Month-to-month,4,19.75,No internet service,0,7,High
"2368-GAKKQ",Two year,70,113.65,Yes,0,7,High
"8710-YGLWG",Month-to-month,1,44.9,No,0,7,High
"3199-XGZCY",Month-to-month,8,75.25,No,0,5,High
"3785-KTYSH",Two year,53,24.6,No internet service,0,2,Low
"6814-ZPWFQ",One year,51,25.0,No internet service,0,2,Low
"4063-EIKNQ",Month-to-month,11,20.95,No internet service,0,4,Medium
"6993-YCOBK",Two year,60,110.6,Yes,0,7,High
"5206-HPJKM",Month-to-month,17,55.5,No,0,2,Low
"7587-RZNME",Month-to-month,3,43.3,No,1,7,High
"0748-RDGGM",One year,70,109.5,Yes,1,7,High
"8393-JMVMB",Month-to-month,1,19.45,No internet service,0,7,High
"5019-GQVCR",Month-to-month,43,84.85,No,0,7,High
"6036-TTFYU",Month-to-month,16,19.6,No internet service,0,2,Low
"2550-AEVRU",One year,57,53.45,No,0,2,Low
"0969-RGKCU",One year,37,19.8,No internet service,0,2,Low
"0378-CJKPV",Two year,72,112.1,Yes,0,7,High
"4706-AXVKM",Month-to-month,11,84.8,No,1,7,High
"5889-JTMUL",Month-to-month,50,95.05,No,1,7,High
"9026-RNUJS",Month-to-month,5,50.35,No,1,7,High
"3746-EUBYR",Month-to-month,1,74.6,No,1,7,High
"2332-EFBJY",Month-to-month,16,19.7,No internet service,1,2,Low
"2880-FPNAE",Month-to-month,2,74.2,No,0,7,High
"1703-MGIAB",Month-to-month,17,69.0,Yes,0,2,Low
"4311-QTTAI",One year,16,19.35,No internet service,0,2,Low
"9474-PHLYD",Month-to-month,15,59.45,No,1,2,Low
"4318-RAJVY",One year,10,19.8,No internet service,0,4,Medium
"2165-VOEGB",One year,46,105.2,Yes,1,7,High
"3612-YUNGG",Two year,64,109.2,Yes,0,7,High
"2254-DLXRI",Month-to-month,1,79.15,No,0,7,High
"5062-CJJKH",One year,25,53.65,No,0,2,Low
"9028-LIHRP",Two year,71,100.2,Yes,0,7,High
"2219-MVUSO",Month-to-month,8,45.15,No,1,4,Medium
"1053-MXTTK",Two year,72,108.65,Yes,0,7,High
"1530-ZTDOZ",Month-to-month,49,40.65,No,0,2,Low
"1301-LOPVR",One year,29,55.35,Yes,0,2,Low
"0853-TWRVK",Two year,72,105.6,Yes,0,7,High
"8914-RBTSB",Month-to-month,31,93.8,No,1,7,High
"6212-ATMLK",Month-to-month,50,95.7,No,0,7,High
"8200-LGKSR",Two year,71,83.2,Yes,0,7,High
"1568-BEKZM",Two year,70,90.05,Yes,0,7,High
"0670-ANMUU",One year,71,97.65,Yes,0,7,High
"6897-RWMUB",Two year,61,68.05,Yes,0,2,Low
"0963-ZBDRN",Month-to-month,32,96.2,Yes,1,7,High
"7594-RQHXR",Month-to-month,1,79.6,No,1,7,High
"6999-CHVCF",Two year,68,102.1,No,0,7,High
"6134-KWTBV",Two year,62,23.4,No internet service,0,2,Low
"1077-HUUJM",Month-to-month,7,71.05,No,0,5,High
"6331-EWIEB",Month-to-month,20,85.25,No,1,7,High
"0895-LNKRC",One year,6,19.45,No internet service,0,4,Medium
"2045-BMBTJ",Month-to-month,33,59.45,No,0,2,Low
"8417-GSODA",One year,28,92.2,No,0,7,High
"5171-EPLKN",Two year,27,19.85,No internet service,0,2,Low
"4452-QIIEB",Month-to-month,7,43.9,No,0,4,Medium
"5998-VVEJY",Month-to-month,26,80.5,Yes,1,7,High
"1624-NALOJ",Month-to-month,5,89.8,No,1,7,High
"6741-EGCBI",Month-to-month,30,90.5,No,0,7,High
"7820-ZYGNY",One year,63,90.45,No,0,7,High
"4317-VTEOA",Month-to-month,1,50.75,No,1,7,High
"9677-AVKED",One year,53,84.6,Yes,0,7,High
"1670-SVOWZ",Month-to-month,14,89.65,Yes,1,7,High
"2227-JRSJX",Month-to-month,21,99.15,Yes,0,7,High
"9847-HNVGP",One year,17,19.95,No internet service,0,2,Low
"6696-YDAYZ",Two year,16,20.5,No internet service,0,2,Low
"8980-WQFWL",Month-to-month,35,62.1,No,0,2,Low
"1730-ZMAME",Month-to-month,32,79.5,No,0,5,High
"6506-EYCNH",Month-to-month,28,19.55,No internet service,0,2,Low
"4634-JLRJT",Month-to-month,1,20.35,No internet service,0,7,High
"9501-UKKNL",Month-to-month,59,51.7,Yes,0,2,Low
"2560-QTSBS",One year,72,23.3,No internet service,0,2,Low
"7541-YLXCL",One year,36,65.4,Yes,1,2,Low
"4795-WRNVT",Month-to-month,40,65.1,No,0,2,Low
"6080-TCMYC",Month-to-month,40,81.2,No,0,7,High
"0260-ZDLGK",Month-to-month,9,72.9,Yes,1,5,High
"7860-UXCRM",Two year,63,74.5,Yes,0,5,High
"6357-JJPQT",Month-to-month,3,80.5,No,0,7,High
"2292-XQWSV",One year,40,60.3,Yes,0,2,Low
"9552-TGUZV",Month-to-month,8,75.0,No,0,5,High
"5913-INRQV",One year,34,90.15,Yes,0,7,High
"8722-NGNBH",Month-to-month,5,40.0,Yes,1,7,High
"6210-KBBPI",Month-to-month,9,99.45,No,1,7,High
"9643-YBLUR",Month-to-month,9,69.05,No,0,4,Medium
"8734-FNWVH",Month-to-month,31,59.7,No,0,2,Low
"9447-YPTBX",One year,50,19.85,No internet service,0,2,Low
"0133-BMFZO",Month-to-month,2,86.25,Yes,1,7,High
"6128-CZOMY",Month-to-month,1,45.65,No,1,7,High
"9540-JYROE",Month-to-month,8,70.1,No,1,5,High
"9026-LHEVG",Month-to-month,9,40.75,No,0,4,Medium
"2260-USTRB",Month-to-month,2,70.2,No,1,7,High
"3656-TKRVZ",Month-to-month,3,55.35,No,1,7,High
"7011-CVEUC",Month-to-month,25,95.7,Yes,0,7,High
"6185-TASNN",Month-to-month,1,46.3,No,0,7,High
"7925-PNRGI",Month-to-month,45,81.3,Yes,0,7,High
"8623-TMRBY",Month-to-month,51,84.2,No,1,7,High
"1552-CZCLL",Month-to-month,55,20.0,No internet service,0,2,Low
"3038-PQIUY",Month-to-month,38,66.15,No,0,2,Low
"1501-SGHBW",Month-to-month,2,45.85,No,1,7,High
"9313-CDOGY",Month-to-month,38,19.6,No internet service,0,2,Low
"8148-BPLZQ",Month-to-month,34,49.8,No,0,2,Low
"2623-DRYAM",One year,70,101.75,No,0,7,High
"9987-LUTYD",One year,13,55.15,Yes,0,2,Low
"3208-YPIOE",Month-to-month,39,75.25,No,1,5,High
"4488-KQFDT",One year,61,103.95,No,0,7,High
"2612-RANWT",Month-to-month,12,100.15,No,1,7,High
"5693-PIPCS",Two year,41,99.65,Yes,0,7,High
"0491-KAPQG",Month-to-month,21,73.7,No,0,5,High
"1925-LFCZZ",One year,55,50.05,No,0,2,Low
"8039-EQPIM",Two year,69,60.25,Yes,0,2,Low
"6900-PXRMS",Month-to-month,26,105.75,No,1,7,High
"8707-RMEZH",One year,69,87.3,No,0,7,High
"3346-BRMIS",Month-to-month,18,48.35,No,1,2,Low
"3209-ZPKFI",Month-to-month,47,54.25,No,0,2,Low
"6479-VDGRK",Two year,72,85.3,Yes,0,7,High
"9373-WSLOY",Month-to-month,33,50.0,Yes,0,2,Low
"2933-FILNV",Month-to-month,2,24.4,No,1,7,High
"3569-JFODW",Two year,72,90.95,Yes,0,7,High
"9819-FBNSV",Month-to-month,37,72.25,No,0,5,High
"9544-PYPSJ",Month-to-month,62,96.1,No,0,7,High
"1591-XWLGB",Two year,71,19.85,No internet service,0,2,Low
"0396-UKGAI",Month-to-month,23,55.3,Yes,0,2,Low
"3243-ZHOHY",One year,16,20.1,No internet service,0,2,Low
"5186-EJEGL",Month-to-month,9,69.5,Yes,0,4,Medium
"7527-QNRUS",Two year,17,25.15,No internet service,0,2,Low
"9986-BONCE",Month-to-month,4,20.95,No internet service,1,7,High
"2722-JMONI",Month-to-month,1,49.55,No,1,7,High
"2203-GHNWN",Month-to-month,24,79.65,No,0,5,High
"3878-AVSOQ",Month-to-month,1,71.25,No,0,7,High
"3258-SYSWS",Two year,72,113.8,Yes,0,7,High
"5296-PSYVW",Two year,72,24.55,No internet service,0,2,Low
"6319-QSUSR",Month-to-month,11,19.7,No internet service,0,4,Medium
"4083-EUGRJ",Month-to-month,9,20.25,No internet service,1,4,Medium
"7579-OOPEC",Month-to-month,2,50.15,No,1,7,High
"0512-FLFDW",One year,60,100.5,No,0,7,High
"1771-OADNZ",Month-to-month,29,95.9,No,1,7,High
"0487-CRLZF",Two year,49,74.45,Yes,0,5,High
"2107-FBPTK",Month-to-month,30,104.1,No,0,7,High
"9451-WLYRI",One year,53,19.05,No internet service,0,2,Low
"8219-VYBVI",Two year,39,25.0,No internet service,0,2,Low
"1991-VOPLL",Month-to-month,9,19.05,No internet service,0,4,Medium
"9738-QLWTP",One year,39,81.9,Yes,0,7,High
"1016-DJTSV",Month-to-month,8,69.7,No,0,4,Medium
"9419-IPPBE",One year,51,90.15,No,0,7,High
"0174-QRVVY",Two year,71,25.35,No internet service,0,2,Low
"5699-BNCAS",Two year,71,24.65,No internet service,0,2,Low
"2900-PHPLN",Two year,70,19.55,No internet service,0,2,Low
"0612-RTZZA",Month-to-month,1,25.25,No,1,7,High
"8106-GWQOK",Two year,38,60.0,Yes,0,2,Low
"8751-EDEKA",Month-to-month,28,89.9,No,0,7,High
"6878-GGDWG",Month-to-month,32,19.4,No internet service,0,2,Low
"4039-PIMHX",Two year,49,49.8,No,0,2,Low
"8450-LUGUK",Two year,37,24.1,No internet service,0,2,Low
"3604-WLABM",Month-to-month,10,54.25,Yes,0,4,Medium
"0795-GMVQO",One year,67,109.9,No,0,7,High
"2259-OUUSZ",One year,7,35.5,Yes,0,4,Medium
"1142-IHLOO",One year,51,87.55,No,0,7,High
"6410-LEFEN",Month-to-month,9,45.15,No,1,4,Medium
"4633-MKHYU",Month-to-month,9,88.4,No,0,7,High
"6257-RJOHI",Month-to-month,4,50.8,Yes,0,7,High
"1545-JFUML",Two year,71,99.0,No,0,7,High
"3194-ORPIK",Month-to-month,50,84.4,No,1,7,High
"7826-VVKWT",Two year,24,96.55,No,0,7,High
"1353-GHZOS",One year,22,59.75,No,0,2,Low
"2587-EKXTS",Month-to-month,44,111.5,No,0,7,High
"5442-BXVND",Month-to-month,33,24.25,No internet service,0,2,Low
"8816-VXNZD",Month-to-month,1,75.1,No,1,7,High
"9378-FXTIZ",One year,54,70.15,No,1,5,High
"1723-HKXJQ",Month-to-month,42,101.75,No,1,7,High
"7825-GKXMW",Month-to-month,1,45.8,No,1,7,High
"9753-OYLBX",Month-to-month,1,20.5,No internet service,0,7,High
"2364-UFROM",One year,30,70.4,Yes,0,5,High
"6656-JWRQX",Month-to-month,1,30.55,Yes,0,7,High
"6473-ULUHT",Month-to-month,16,84.9,Yes,0,7,High
"1240-KNSEZ",Month-to-month,1,20.1,No internet service,1,7,High
"0836-SEYLU",Month-to-month,9,40.65,Yes,1,4,Medium
"4433-JCGCG",Month-to-month,46,101.0,No,1,7,High
"3716-BDVDB",Month-to-month,1,69.1,No,1,7,High
"7688-AWMDX",Two year,71,54.5,Yes,0,2,Low
"2842-BCQGE",Month-to-month,43,75.35,No,0,5,High
"7244-QWYHG",One year,50,44.45,Yes,0,2,Low
"5899-MQZZL",Month-to-month,13,75.0,No,1,5,High
"6849-OYAMU",One year,19,100.0,Yes,1,7,High
"5312-UXESG",Month-to-month,41,98.05,No,0,7,High
"9488-HGMJH",Month-to-month,1,71.15,No,1,7,High
"6038-GCYEC",Month-to-month,24,54.15,No,1,2,Low
"2150-WLKUW",One year,40,63.9,No,0,2,Low
"7159-FVYPK",Month-to-month,3,69.15,No,0,7,High
"7032-LMBHI",One year,37,64.65,No,0,2,Low
"1150-WFARN",Two year,67,108.75,Yes,1,7,High
"6088-BXMRG",Month-to-month,32,98.85,No,0,7,High
"3144-AUDBS",Month-to-month,6,49.15,Yes,1,4,Medium
"4821-SJHJV",Month-to-month,32,89.6,No,0,7,High
"7346-MEDWM",Month-to-month,59,83.25,No,0,7,High
"1137-DGOWI",One year,30,70.25,Yes,0,5,High
"5616-PRTNT",Month-to-month,20,19.4,No internet service,1,2,Low
"3812-LRZIR",Two year,27,24.5,No internet service,0,2,Low
"4818-QIUFN",Month-to-month,20,79.15,No,1,5,High
"9483-GCPWE",One year,9,20.1,No internet service,0,4,Medium
"4227-OJHAL",One year,68,73.0,No,0,5,High
"9220-CXRSC",Two year,69,61.4,Yes,0,2,Low
"4993-JCRGJ",Month-to-month,26,84.3,Yes,0,7,High
"9537-JALFH",Two year,69,19.9,No internet service,0,2,Low
"6698-OXETB",Two year,11,20.4,No internet service,0,4,Medium
"2103-ZRXFN",Month-to-month,1,50.75,No,0,7,High
"3724-BSCVH",One year,10,20.45,No internet service,0,4,Medium
"4877-TSOFF",One year,55,75.75,Yes,0,5,High
"9209-NWPGU",One year,44,65.4,Yes,0,2,Low
"6961-VCPMC",Month-to-month,46,80.4,No,1,7,High
"7306-YDSOI",Two year,69,59.75,No,0,2,Low
"5288-AHOUP",Month-to-month,11,78.5,No,0,5,High
"6688-UZPWD",Month-to-month,11,102.0,No,1,7,High
"0655-YDGFJ",Month-to-month,29,48.95,No,0,2,Low
"8468-EHYJA",Month-to-month,57,99.65,No,0,7,High
"6823-SIDFQ",One year,28,18.25,No internet service,0,2,Low
"1097-FSPVW",Month-to-month,42,54.55,No,0,2,Low
"2839-RFSQE",Month-to-month,2,20.65,No internet service,1,7,High
"8328-SKJNO",One year,23,40.65,Yes,0,2,Low
"7010-ZMVBF",Month-to-month,18,20.45,No internet service,0,2,Low
"5201-CBWYG",One year,62,24.8,No internet service,0,2,Low
"0968-GSIKN",Month-to-month,1,70.8,No,1,7,High
"1965-DDBWU",Month-to-month,16,89.05,Yes,1,7,High
"9057-SIHCH",Month-to-month,3,96.6,No,1,7,High
"6352-GIGGQ",One year,67,88.8,Yes,0,7,High
"3635-QQRQD",Two year,62,20.05,No internet service,0,2,Low
"6771-XWBDM",Month-to-month,57,104.5,No,1,7,High
"2897-DOVND",Month-to-month,2,69.8,No,0,7,High
"3082-YVEKW",Two year,23,77.15,Yes,0,5,High
"0191-EQUUH",Two year,25,35.05,Yes,0,2,Low
"7134-HBPBS",Two year,72,108.1,Yes,0,7,High
"3489-HHPFY",Month-to-month,2,84.05,No,0,7,High
"2926-JEJJC",One year,8,20.2,No internet service,0,4,Medium
"8601-QACRS",Month-to-month,5,50.6,No,1,7,High
"4950-BDEUX",Month-to-month,35,49.2,No,0,2,Low
"5789-LDFXO",One year,24,24.6,No internet service,0,2,Low
"0508-OOLTO",Month-to-month,2,71.65,No,0,7,High
"2984-TBYKU",Two year,72,104.9,Yes,0,7,High
"9822-WMWVG",Month-to-month,41,106.5,Yes,0,7,High
"2391-SOORI",Month-to-month,4,49.35,No,1,7,High
"9040-KZVWO",One year,26,75.5,No,0,5,High
"2645-QTLMB",Month-to-month,7,94.25,No,1,7,High
"4806-HIPDW",Month-to-month,1,68.95,No,1,7,High
"1548-ARAGG",Month-to-month,4,58.5,Yes,0,7,High
"6339-RZCBJ",Two year,48,78.9,Yes,0,5,High
"4424-TKOPW",Month-to-month,2,93.85,No,1,7,High
"4415-WNGVR",One year,12,79.2,Yes,0,5,High
"2522-AHJXR",Month-to-month,60,109.45,Yes,0,7,High
"0412-UCCNP",Two year,55,59.2,Yes,0,2,Low
"1816-FLZDK",Month-to-month,1,29.15,Yes,0,7,High
"7096-UCLNH",Month-to-month,1,20.05,No internet service,0,7,High
"8443-ZRDBZ",Month-to-month,4,76.05,No,1,7,High
"9136-ALYBR",Month-to-month,1,24.45,No,1,7,High
"4615-PIVVU",Two year,42,66.5,Yes,0,2,Low
"8885-QSQBX",Month-to-month,1,49.55,No,0,7,High
"7479-NITWS",Month-to-month,7,89.35,No,1,7,High
"8617-ENBDS",Month-to-month,3,73.6,No,0,7,High
"9385-NXKDA",Two year,72,82.65,No,0,7,High
"0430-IHCDJ",Month-to-month,15,49.0,No,0,2,Low
"2959-MJHIC",Month-to-month,4,80.35,No,1,7,High
"6674-KVJHG",One year,11,25.2,No internet service,0,4,Medium
"1814-DKOLC",Month-to-month,5,25.45,No internet service,0,7,High
"4201-JMNGR",Month-to-month,1,55.8,No,1,7,High
"9351-HXDMR",Two year,72,110.9,Yes,0,7,High
"3537-HPKQT",Month-to-month,55,77.75,No,0,5,High
"2129-ALKBS",Month-to-month,40,26.2,No internet service,0,2,Low
"5821-MMEIL",Two year,57,19.9,No internet service,0,2,Low
"5960-WPXQM",Month-to-month,1,79.05,No,1,7,High
"0684-AOSIH",Month-to-month,1,95.0,No,1,7,High
"8260-NGFNY",Month-to-month,1,25.2,No,1,7,High
"1309-XGFSN",One year,52,80.85,No,0,7,High
"1866-RZZQS",Month-to-month,41,98.4,No,1,7,High
"6968-URWQU",One year,43,56.35,No,0,2,Low
"4742-TXUEX",Two year,47,19.3,No internet service,0,2,Low
"9631-XEYKE",Month-to-month,3,50.4,No,0,7,High
"8631-NBHFZ",Two year,66,79.4,Yes,1,5,High
"1335-MXCSE",Two year,55,55.25,Yes,0,2,Low
"8873-TMKGR",One year,29,19.1,No internet service,0,2,Low
"8800-JOOCF",Month-to-month,12,84.05,No,0,7,High
"1469-LBJQJ",Month-to-month,66,105.2,No,0,7,High
"4958-XCBDQ",Month-to-month,35,101.4,No,1,7,High
"8337-UPOAQ",Month-to-month,10,89.8,No,1,7,High
"0064-YIJGF",Month-to-month,27,75.75,No,0,5,High
"2386-OWURY",Month-to-month,58,95.3,Yes,0,7,High
"1725-IQNIY",Two year,54,109.75,Yes,1,7,High
"0310-VQXAM",Month-to-month,9,19.85,No internet service,0,4,Medium
"6598-RFFVI",One year,2,19.3,No internet service,1,4,Medium
"3453-RTHJQ",Month-to-month,6,69.1,No,0,4,Medium
"6712-OAWRH",Month-to-month,26,91.25,No,1,7,High
"6278-FEPBZ",Month-to-month,9,20.25,No internet service,0,4,Medium
"4280-DLSHD",Month-to-month,8,54.75,No,0,4,Medium
"1508-DFXCU",Month-to-month,12,81.45,No,0,7,High
"8614-VGMMV",Month-to-month,15,49.1,No,1,2,Low
"7868-BGSZA",One year,43,80.2,No,0,7,High
"2800-QQUSO",Month-to-month,42,100.3,Yes,0,7,High
"2930-UOTMB",Month-to-month,31,65.25,Yes,1,2,Low
"7973-DZRKH",Two year,66,90.95,Yes,0,7,High
"5914-DVBWJ",Month-to-month,18,85.45,Yes,1,7,High
"7698-YFGEZ",Month-to-month,1,20.0,No internet service,0,7,High
"2533-QVMSK",Two year,61,94.1,Yes,1,7,High
"9773-PEQBZ",Month-to-month,10,79.85,No,0,5,High
"8644-XLFBW",Month-to-month,1,71.65,No,1,7,High
"0650-BWOZN",Month-to-month,18,73.55,No,0,5,High
"8625-AZYZY",Month-to-month,24,104.65,No,1,7,High
"7785-RDVIG",Month-to-month,3,19.3,No internet service,0,7,High
"9602-WCXPI",One year,50,20.15,No internet service,0,2,Low
"2903-YYTBW",Month-to-month,1,44.55,No,0,7,High
"3620-MWJNE",Month-to-month,2,54.45,Yes,0,7,High
"8573-JGCZW",One year,17,19.65,No internet service,0,2,Low
"6837-HAEVO",Two year,69,105.0,No,0,7,High
"6701-YVNQG",Two year,72,88.7,Yes,0,7,High
"9306-CPCBC",Month-to-month,3,74.25,No,1,7,High
"4304-XUMGI",Two year,50,75.15,No,0,5,High
"9504-YAZWB",Two year,53,20.25,No internet service,0,2,Low
"8819-ZBYNA",Two year,58,109.1,Yes,0,7,High
"6174-NRBTZ",One year,46,30.75,No,0,2,Low
"9481-IEBZY",Month-to-month,72,112.9,Yes,0,7,High
"1833-VGRUM",Month-to-month,1,74.2,No,1,7,High
"6137-NICCO",Month-to-month,6,94.05,No,0,7,High
"9065-ZCPQX",Two year,72,78.85,Yes,0,5,High
"6402-EJMWF",Month-to-month,4,55.3,No,0,7,High
"3620-EHIMZ",Two year,52,19.35,No internet service,0,2,Low
"6870-ECSHE",One year,2,20.45,No internet service,0,4,Medium
"8747-UDCOI",Two year,65,19.35,No internet service,0,2,Low
"8374-XGEJJ",Month-to-month,43,101.0,No,1,7,High
"2656-TABEH",Month-to-month,4,100.2,No,1,7,High
"6946-LMSQS",One year,25,89.05,No,1,7,High
"4626-OZDTJ",One year,51,78.65,Yes,0,5,High
"9169-BSVIN",Month-to-month,12,74.75,No,0,5,High
"2325-ZUSFD",One year,57,70.1,No,1,5,High
"8194-PEEBY",One year,24,19.9,No internet service,0,2,Low
"6872-HXFNF",One year,64,58.35,Yes,0,2,Low
"3932-CMDTD",One year,4,105.65,Yes,1,7,High
"7714-YXSMB",Month-to-month,26,100.5,No,0,7,High
"8387-UGUSU",Month-to-month,15,20.05,No internet service,0,2,Low
"1080-BWSYE",Two year,64,25.65,No internet service,0,2,Low
"4039-HEUNW",Month-to-month,36,96.5,No,1,7,High
"1194-HVAIF",Month-to-month,27,95.0,No,0,7,High
"0812-WUPTB",Month-to-month,1,70.85,No,1,7,High
"3594-UVONA",One year,35,85.95,Yes,1,7,High
"0004-TLHLJ",Month-to-month,4,73.9,No,1,7,High
"1767-TGTKO",Month-to-month,8,45.45,No,0,4,Medium
"8439-LTUGF",Month-to-month,10,20.0,No internet service,0,4,Medium
"8805-JNRAZ",Month-to-month,2,49.2,No,0,7,High
"5089-IFSDP",Two year,58,109.45,No,1,7,High
"6418-HNFED",Two year,51,83.25,Yes,0,7,High
